0;0;03/07/2023 12:45:38
0;0;03/07/2023 12:45:38
0;0;03/07/2023 12:45:38
0;0;03/07/2023 12:45:39
0;0;03/07/2023 12:45:39
0;0;03/07/2023 12:45:40
0;0;03/07/2023 12:45:40
0;0;03/07/2023 12:45:41
0;0;03/07/2023 12:45:41
0;0;03/07/2023 12:45:42
0;0;03/07/2023 12:45:42
0;0;03/07/2023 12:45:43
0;0;03/07/2023 12:45:43
0;0;03/07/2023 12:45:44
0;0;03/07/2023 12:45:44
0;0;03/07/2023 12:45:45
0;0;03/07/2023 12:45:45
0;0;03/07/2023 12:45:46
0;0;03/07/2023 12:45:46
0;0;03/07/2023 12:45:47
0;0;03/07/2023 12:45:47
0;0;03/07/2023 12:45:48
0;0;03/07/2023 12:45:48
0;0;03/07/2023 12:45:49
0;0;03/07/2023 12:45:50
0,0160652496292635;0;03/07/2023 12:45:50
0,00494315373208107;0;03/07/2023 12:45:51
0,00123578843302027;1,494837;03/07/2023 12:45:51
0,00123578843302027;1,324054;03/07/2023 12:45:52
0,000617894216510133;1,343065;03/07/2023 12:45:52
0;1,330969;03/07/2023 12:45:53
0,00123578843302027;1,341081;03/07/2023 12:45:53
0,000617894216510133;1,328735;03/07/2023 12:45:53
0,00247157686604053;1,507655;03/07/2023 12:45:54
0,0105042016806723;0;03/07/2023 12:45:54
0,0037073652990608;0;03/07/2023 12:45:55
0;0;03/07/2023 12:45:55
0;0;03/07/2023 12:45:56
0,00432525951557093;0;03/07/2023 12:45:57
0,000617894216510133;1,423748;03/07/2023 12:45:57
0,00308947108255067;1,124925;03/07/2023 12:45:58
0,00123578843302027;1,114859;03/07/2023 12:45:58
0,000617894216510133;1,075887;03/07/2023 12:45:59
0,0018536826495304;0,9344325;03/07/2023 12:45:59
0;0,7500679;03/07/2023 12:46:00
0,000617894216510133;0,5926074;03/07/2023 12:46:00
0;0,5924407;03/07/2023 12:46:01
0;0,5796297;03/07/2023 12:46:01
0;0,5886576;03/07/2023 12:46:02
0;0,5941154;03/07/2023 12:46:02
0,00123578843302027;0,6355733;03/07/2023 12:46:03
0,00123578843302027;0,5906207;03/07/2023 12:46:03
0;0,6053655;03/07/2023 12:46:04
0;0,6073515;03/07/2023 12:46:04
0,00123578843302027;0,689786;03/07/2023 12:46:05
0,00247157686604053;1,038229;03/07/2023 12:46:05
0,00308947108255067;1,131473;03/07/2023 12:46:06
0,0018536826495304;1,285625;03/07/2023 12:46:06
0,00123578843302027;0;03/07/2023 12:46:07
0,00308947108255067;0;03/07/2023 12:46:07
0;0;03/07/2023 12:46:08
0;0;03/07/2023 12:46:08
0,00123578843302027;0;03/07/2023 12:46:09
0,00123578843302027;1,399699;03/07/2023 12:46:09
0,0037073652990608;1,063886;03/07/2023 12:46:10
0,0018536826495304;1,043566;03/07/2023 12:46:10
0,00308947108255067;0,8750799;03/07/2023 12:46:11
0,000617894216510133;0,5830623;03/07/2023 12:46:11
0,000617894216510133;0,576111;03/07/2023 12:46:12
0;0,5882354;03/07/2023 12:46:12
0,000617894216510133;0,5638268;03/07/2023 12:46:13
0;0,541048;03/07/2023 12:46:13
0;0,5576238;03/07/2023 12:46:14
0,000617894216510133;0,6465895;03/07/2023 12:46:14
0,0018536826495304;0,6675089;03/07/2023 12:46:15
0,000617894216510133;0,6379179;03/07/2023 12:46:15
0;0,6354299;03/07/2023 12:46:16
